latitude,longitude,altitude,distance
-18.57498,133.9206,311.0,862197.0
-18.57554,133.92088,309.4,862266.0
-18.57768,133.9218,313.0,862524.0
-18.578367,133.9221,311.7,862606.0
-18.579053,133.9224,312.3,862689.0
-18.583588,133.92438,302.8,863235.0
-18.585202,133.9251,306.2,863430.0
-18.587572,133.92616,304.2,863717.0
-18.588354,133.92651,304.4,863811.0
-18.590698,133.92756,302.5,864095.0
-18.591479,133.92791,302.9,864189.0
-18.59402,133.92889,301.6,864493.0
-18.5946,133.92915,301.8,864563.0
-18.5972,133.93029,300.1,864876.0
-18.59771,133.93051,300.4,864938.0
-18.60001,133.93152,297.3,865215.0
-18.60192,133.93237,302.0,865446.0
-18.60598,133.93415,296.1,865935.0
-18.60679,133.93451,298.3,866033.0
-18.61061,133.93626,292.9,866497.0
-18.61192,133.93695,294.1,866660.0
-18.61423,133.93819,292.1,866948.0
-18.61736,133.93983,298.5,867337.0
-18.61874,133.94058,297.1,867510.0
-18.621848,133.942224,302.0,867897.0
-18.622612,133.942626,301.5,867992.0
-18.62553,133.94413,306.0,868354.0
-18.626225,133.94448,305.6,868439.0
-18.628527,133.945623,307.0,868722.0
-18.63066,133.94668,303.1,868985.0
-18.631325,133.94701,304.1,869067.0
-18.63238,133.94754,303.2,869197.0
-18.63369,133.94818,305.0,869357.0
-18.63592,133.949295,303.9,869632.0
-18.63672,133.94969,304.1,869730.0
-18.63816,133.950403,301.6,869907.0
-18.63888,133.95076,302.7,869996.0
-18.6417,133.952165,299.1,870343.0
-18.64296,133.9528,300.7,870499.0
-18.644428,133.953528,299.1,870679.0
-18.64858,133.95558,304.0,871190.0
-18.649299,133.955937,302.5,871278.0
-18.650017,133.956294,304.0,871366.0
-18.650736,133.956651,303.7,871455.0
-18.652891,133.957723,305.5,871720.0
-18.65361,133.95808,304.3,871808.0
-18.65593,133.959223,308.9,872093.0
-18.659485,133.960997,304.2,872531.0
-18.66106,133.96178,305.8,872725.0
-18.66408,133.96328,302.3,873097.0
-18.664878,133.963678,302.5,873195.0
-18.665676,133.964076,301.9,873293.0
-18.668795,133.96563,304.3,873677.0
-18.670312,133.966382,303.2,873864.0
-18.672686,133.967556,306.5,874155.0
-18.675852,133.969122,303.4,874545.0
-18.679018,133.970688,306.9,874934.0
-18.682132,133.972233,305.0,875317.0
-18.686003,133.974153,309.0,875793.0
-18.687552,133.974922,307.4,875983.0
-18.69026,133.97626,310.0,876316.0
-18.69158,133.97693,309.0,876479.0
-18.69448,133.978365,311.0,876836.0
-18.69556,133.97895,310.0,876971.0
-18.69747,133.97993,311.0,877208.0
-18.69933,133.980887,309.3,877438.0
-18.70013,133.9813,309.6,877537.0
-18.70044,133.98147,309.5,877576.0
-18.703345,133.98295,313.3,877935.0
-18.704748,133.98367,312.8,878109.0
-18.70619,133.984423,314.0,878288.0
-18.70767,133.985188,313.9,878472.0
-18.70841,133.98557,314.3,878563.0
-18.70989,133.986335,312.8,878747.0
-18.7167,133.989853,318.6,879591.0
-18.71728,133.99015,317.4,879663.0
-18.71839,133.99073,319.1,879800.0
-18.72008,133.9916,318.7,880010.0
-18.721255,133.9922,320.1,880155.0
-18.722105,133.99264,318.1,880260.0
-18.72377,133.99349,320.7,880466.0
-18.72426,133.99375,320.4,880527.0
-18.72544,133.99437,321.1,880674.0
-18.729058,133.996162,314.3,881119.0
-18.729806,133.996514,315.4,881210.0
-18.731302,133.997218,313.3,881392.0
-18.73205,133.99757,313.8,881484.0
-18.732545,133.997815,312.5,881544.0
-18.73304,133.99806,312.8,881605.0
-18.74043,134.001555,305.1,882507.0
-18.74112,134.00188,305.2,882591.0
-18.74303,134.002785,304.1,882824.0
-18.7455,134.00397,307.1,883126.0
-18.74652,134.00456,306.5,883255.0
-18.74747,134.00522,308.0,883382.0
-18.74877,134.00635,305.1,883570.0
-18.74938,134.00696,305.7,883663.0
-18.75032,134.00807,305.1,883820.0
-18.75081,134.00875,306.2,883910.0
-18.75181,134.01015,304.2,884095.0
-18.75281,134.01155,305.8,884280.0
-18.75331,134.01225,304.8,884372.0
-18.753737,134.01284,305.0,884451.0
-18.754163,134.01343,304.4,884529.0
-18.754967,134.014543,307.9,884676.0
-18.755343,134.015067,306.4,884746.0
-18.75687,134.01699,309.3,885010.0
-18.75937,134.01911,304.3,885368.0
-18.76106,134.02008,306.9,885583.0
-18.761495,134.02028,306.8,885635.0
-18.76263,134.02078,307.8,885772.0
-18.76499,134.02182,304.1,886057.0
-18.766688,134.022566,305.0,886262.0
-18.767386,134.022872,303.0,886346.0
-18.768084,134.023178,303.4,886430.0
-18.76948,134.02379,302.3,886598.0
-18.770087,134.024057,303.6,886671.0
-18.770693,134.024323,302.5,886745.0
-18.7724,134.02508,308.4,886951.0
-18.7739,134.025747,306.0,887132.0
-18.776625,134.026915,309.2,887459.0
-18.783195,134.02876,296.5,888217.0
-18.78561,134.029354,297.6,888493.0
-18.78717,134.029742,295.1,888671.0
-18.78873,134.03013,297.5,888849.0
-18.78945,134.0303,297.2,888932.0
-18.79089,134.03064,299.7,889096.0
-18.79217,134.03101,298.3,889244.0
-18.79534,134.0326,301.3,889635.0
-18.79629,134.03313,299.3,889754.0
-18.798563,134.034368,302.2,890039.0
-18.799893,134.035093,300.7,890206.0
-18.80104,134.03572,302.0,890349.0
-18.8024,134.03647,300.0,890520.0
-18.80308,134.036845,300.3,890606.0
-18.804397,134.037568,299.4,890771.0
-18.805672,134.038262,300.5,890931.0
-18.80631,134.03861,300.1,891010.0
-18.808,134.03951,302.4,891221.0
-18.808697,134.039895,300.1,891309.0
-18.810092,134.040665,302.1,891484.0
-18.811447,134.041407,299.2,891654.0
-18.81276,134.04212,301.9,891818.0
-18.813933,134.042767,299.3,891965.0
-18.81527,134.043497,300.7,892133.0
-18.81677,134.04431,298.3,892321.0
-18.82032,134.046254,302.0,892766.0
-18.82245,134.04742,300.9,893033.0
-18.82646,134.04959,305.8,893534.0
-18.82896,134.05095,303.9,893847.0
-18.829752,134.051377,304.3,893946.0
-18.830544,134.051804,303.1,894045.0
-18.834504,134.053938,308.5,894540.0
-18.835296,134.054365,308.2,894639.0
-18.83688,134.055218,309.6,894837.0
-18.837671,134.055645,308.7,894936.0
-18.839255,134.056499,310.1,895134.0
-18.840839,134.057352,306.2,895332.0
-18.843215,134.058633,308.0,895629.0
-18.844799,134.059487,306.3,895827.0
-18.845591,134.059913,306.7,895926.0
-18.847175,134.060767,305.1,896124.0
-18.849551,134.062048,309.3,896420.0
-18.852719,134.063755,302.1,896816.0
-18.855094,134.065035,303.8,897113.0
-18.859846,134.067596,300.3,897707.0
-18.86143,134.06845,302.6,897905.0
-18.862222,134.068877,301.0,898004.0
-18.865393,134.070587,305.1,898400.0
-18.866977,134.071442,303.4,898598.0
-18.86846,134.07224,306.2,898783.0
-18.871597,134.073933,300.5,899176.0
-18.87238,134.07436,301.8,899274.0
-18.875755,134.076185,297.3,899696.0
-18.87629,134.07647,297.4,899762.0
-18.876835,134.076765,297.0,899831.0
-18.87738,134.07706,297.5,899899.0
-18.87977,134.07835,291.5,900197.0
-18.88079,134.07891,292.3,900325.0
-18.884353,134.081037,290.1,900781.0
-18.88552,134.08179,290.7,900933.0
-18.887813,134.08334,286.6,901236.0
-18.89167,134.08613,292.9,901757.0
-18.893495,134.0876,289.1,902012.0
-18.89734,134.090905,294.9,902564.0
-18.89774,134.09127,294.3,902623.0
-18.89877,134.09222,297.6,902775.0
-18.900175,134.09362,293.6,902990.0
-18.90066,134.0941,294.8,903064.0
-18.9018,134.09525,294.7,903239.0
-18.90273,134.09621,295.1,903384.0
-18.90325,134.09684,293.2,903472.0
-18.90371,134.09745,293.5,903554.0
-18.90433,134.09848,291.6,903683.0
-18.90478,134.09942,295.0,903794.0
-18.90534,134.101305,293.2,904002.0
-18.90573,134.10275,298.0,904160.0
-18.9061,134.10424,297.0,904323.0
-18.91134,134.11427,333.9,905568.0
-18.91189,134.11462,333.4,905639.0
-18.91354,134.11532,337.5,905837.0
-18.91478,134.11566,336.4,905980.0
-18.91579,134.11579,339.0,906093.0
-18.91665,134.11591,338.9,906190.0
-18.917895,134.116085,339.8,906330.0
-18.91835,134.11615,339.2,906381.0
-18.919125,134.11626,341.0,906468.0
-18.92062,134.116475,340.3,906636.0
-18.92718,134.11834,347.3,907394.0
-18.92795,134.11861,345.7,907484.0
-18.92875,134.11886,347.0,907577.0
-18.92943,134.11905,346.9,907655.0
-18.93007,134.11922,347.1,907729.0
-18.932755,134.119715,342.0,908032.0
-18.93515,134.1201,348.7,908302.0
-18.93563,134.12018,348.3,908356.0
-18.93754,134.12048,352.0,908571.0
-18.93836,134.12065,350.7,908664.0
-18.93946,134.12091,353.5,908789.0
-18.94085,134.12136,353.2,908951.0
-18.9415,134.1216,353.8,909028.0
-18.94388,134.12252,350.9,909310.0
-18.94459,134.12289,351.8,909398.0
-18.94669,134.12463,346.2,909696.0
-18.946995,134.12498,346.5,909746.0
-18.9473,134.12533,345.8,909796.0
-18.94775,134.12586,346.3,909871.0
-18.94954,134.12778,343.9,910156.0
-18.95017,134.12827,344.7,910243.0
-18.95115,134.12894,341.9,910373.0
-18.95213,134.12943,342.5,910494.0
-18.95386,134.13024,338.7,910704.0
-18.955015,134.13078,339.6,910845.0
-18.95685,134.13165,336.1,911069.0
-18.95723,134.13184,336.2,911116.0
-18.95874,134.1325,335.2,911298.0
-18.95898,134.1326,335.5,911326.0
-18.96241,134.13422,326.9,911745.0
-18.96328,134.13462,327.1,911850.0
-18.963765,134.134825,327.0,911908.0
-18.96425,134.13503,327.1,911966.0
-18.97957,134.14291,299.2,913878.0
-18.98083,134.14296,300.7,914018.0
-18.98146,134.14292,300.0,914088.0
-18.983116,134.142664,301.9,914275.0
-18.987255,134.142025,293.0,914740.0
-18.989739,134.141641,297.6,915020.0
-18.990566,134.141514,297.0,915113.0
-18.992222,134.141258,300.8,915299.0
-18.99498,134.14073,299.3,915611.0
-18.99692,134.14009,301.6,915838.0
-18.998456,134.139422,300.2,916023.0
-18.999992,134.138754,302.7,916207.0
-19.00076,134.13842,299.6,916300.0
-19.002296,134.137752,302.4,916485.0
-19.003064,134.137418,302.0,916577.0
-19.003832,134.137084,302.5,916670.0
-19.00887,134.13614,296.4,917246.0
-19.012321,134.136671,298.6,917634.0
-19.01572,134.13724,295.5,918017.0
-19.01715,134.13768,296.7,918183.0
-19.01783,134.13796,296.3,918265.0
-19.01849,134.13828,296.7,918345.0
-19.022767,134.140697,293.0,918885.0
-19.02422,134.14146,295.3,919066.0
-19.02441,134.14157,295.1,919090.0
-19.02594,134.14241,296.0,919282.0
-19.02743,134.143237,294.7,919469.0
-19.02892,134.144063,297.1,919656.0
-19.029665,134.144477,296.1,919750.0
-19.034135,134.146957,303.6,920312.0
-19.03488,134.14737,303.1,920406.0
-19.036187,134.148083,305.0,920569.0
-19.037645,134.148848,304.0,920751.0
-19.039256,134.149665,307.8,920949.0
-19.040062,134.150073,306.4,921049.0
-19.041673,134.150889,308.2,921248.0
-19.043284,134.151705,305.5,921447.0
-19.044089,134.152114,305.6,921546.0
-19.044895,134.152522,304.6,921645.0
-19.0465,134.15331,310.1,921842.0
-19.04811,134.153916,308.5,922033.0
-19.04891,134.154202,309.5,922127.0
-19.04971,134.154488,308.8,922221.0
-19.05051,134.154774,309.2,922315.0
-19.05191,134.15531,307.3,922480.0
-19.055891,134.157176,311.6,922965.0
-19.057484,134.157922,309.1,923159.0
-19.059076,134.158668,314.4,923353.0
-19.059872,134.159041,314.0,923450.0
-19.060669,134.159414,314.2,923547.0
-19.061465,134.159788,313.9,923644.0
-19.063854,134.160907,317.8,923935.0
-19.0647,134.16131,315.0,924038.0
-19.066898,134.162341,316.9,924306.0
-19.06763,134.162685,316.7,924395.0
-19.068362,134.163029,317.1,924484.0
-19.069828,134.163716,315.5,924662.0
-19.07214,134.16511,319.7,924960.0
-19.07262,134.16552,319.1,925028.0
-19.07437,134.16777,325.8,925336.0
-19.07487,134.16838,324.4,925420.0
-19.07902,134.17106,344.2,925968.0
-19.08501,134.1731,330.4,926671.0
-19.08606,134.1736,332.1,926799.0
-19.08672,134.17389,329.1,926879.0
-19.088055,134.174415,331.8,927037.0
-19.09155,134.17542,323.1,927441.0
-19.09309,134.1757,328.2,927615.0
-19.09802,134.17595,318.6,928165.0
-19.10134,134.17559,324.5,928536.0
-19.10295,134.17525,320.3,928719.0
-19.105317,134.174563,321.9,928993.0
-19.110893,134.17282,310.1,929640.0
-19.111507,134.17262,310.8,929711.0
-19.11403,134.17175,303.3,930007.0
-19.116321,134.170936,304.6,930276.0
-19.117085,134.170665,303.6,930365.0
-19.119376,134.169851,305.4,930634.0
-19.12014,134.16958,304.2,930724.0
-19.1214,134.169195,305.9,930870.0
-19.12267,134.16883,304.2,931017.0
-19.12329,134.16868,304.9,931087.0
-19.12573,134.16821,297.3,931364.0
-19.12797,134.16793,301.9,931615.0
-19.131445,134.167745,299.4,932002.0
-19.132318,134.167713,301.8,932099.0
-19.134927,134.167614,299.3,932390.0
-19.136664,134.167549,300.3,932583.0
-19.137533,134.167516,299.0,932680.0
-19.138401,134.167483,300.0,932777.0
-19.141876,134.167351,299.1,933164.0
-19.142744,134.167319,299.6,933261.0
-19.143613,134.167286,299.1,933357.0
-19.147087,134.167154,300.9,933744.0
-19.148824,134.167089,300.0,933938.0
-19.150561,134.167023,301.1,934131.0
-19.15143,134.16699,301.0,934228.0
-19.153132,134.166926,302.4,934418.0
-19.154835,134.166863,301.2,934607.0
-19.156537,134.166799,303.6,934797.0
-19.159091,134.166704,301.7,935082.0
-19.164198,134.166514,307.8,935650.0
-19.165049,134.166482,302.3,935745.0
-19.166782,134.166415,305.0,935938.0
-19.168548,134.166345,303.2,936135.0
-19.180593,134.166257,324.4,937478.0
-19.18212,134.16643,322.1,937649.0
-19.183737,134.166603,322.5,937830.0
-19.186162,134.166863,318.3,938101.0
-19.18697,134.16695,318.5,938191.0
-19.19858,134.16822,307.4,939491.0
-19.20008,134.168385,309.0,939659.0
-19.2016,134.16855,305.7,939829.0
-19.20367,134.168775,311.0,940060.0
-19.20422,134.16883,310.0,940122.0
-19.2063,134.16906,310.6,940355.0
-19.20693,134.16914,310.1,940425.0
-19.20851,134.169535,314.3,940606.0
-19.212853,134.170767,307.7,941107.0
-19.21448,134.17126,309.9,941295.0
-19.21595,134.17167,307.6,941464.0
-19.21659,134.171847,309.7,941538.0
-19.21723,134.172023,309.0,941612.0
-19.22034,134.17289,310.8,941970.0
-19.22265,134.17354,307.6,942236.0
-19.224373,134.174017,310.6,942434.0
-19.225037,134.174203,310.3,942510.0
-19.22875,134.17524,316.9,942938.0
-19.229937,134.175573,314.4,943074.0
-19.23053,134.17574,315.2,943143.0
-19.231365,134.17597,314.7,943239.0
-19.232825,134.17638,317.0,943407.0
-19.23345,134.17656,316.4,943479.0
-19.23478,134.17693,318.0,943632.0
-19.235375,134.177095,317.9,943701.0
-19.236703,134.177463,321.3,943853.0
-19.237437,134.177667,320.7,943938.0
-19.23817,134.17787,321.7,944022.0
-19.2389,134.178077,321.3,944106.0
-19.24324,134.17929,330.7,944606.0
-19.24649,134.1802,328.7,944980.0
-19.24706,134.18036,328.9,945046.0
-19.24868,134.18082,325.0,945233.0
-19.249265,134.180985,326.2,945300.0
-19.251545,134.181625,322.9,945563.0
-19.25267,134.18195,324.1,945692.0
-19.255,134.18233,318.8,945955.0
-19.255615,134.182375,319.7,946024.0
-19.25816,134.18255,314.9,946308.0
-19.25911,134.18262,315.7,946414.0
-19.2626,134.18285,308.5,946803.0
-19.26337,134.1829,311.0,946889.0
-19.2686,134.18324,303.0,947472.0
-19.270195,134.18335,305.1,947650.0
-19.2722,134.183483,301.2,947874.0
-19.27326,134.18355,302.0,947992.0
-19.27428,134.18362,299.9,948106.0
-19.27483,134.18366,300.0,948167.0
-19.275625,134.183715,298.3,948256.0
-19.27804,134.183883,302.6,948526.0
-19.27961,134.18399,300.5,948701.0
-19.2821,134.18416,305.5,948978.0
-19.285977,134.184417,299.7,949411.0
-19.28844,134.18459,301.5,949686.0
-19.28925,134.184645,300.3,949776.0
-19.293015,134.1849,302.0,950196.0
-19.29523,134.18505,299.0,950443.0
-19.29729,134.18519,300.2,950673.0
-19.29806,134.18524,298.8,950759.0
-19.30011,134.1854,300.3,950988.0
-19.301805,134.185625,299.3,951178.0
-19.305475,134.186175,301.9,951590.0
-19.307993,134.186537,298.3,951873.0
-19.308647,134.186633,298.7,951947.0
-19.3093,134.18673,298.1,952020.0
-19.310845,134.186955,299.0,952194.0
-19.31209,134.18713,298.0,952334.0
-19.313853,134.187393,298.9,952532.0
-19.314734,134.187524,298.3,952631.0
-19.316497,134.187787,299.9,952829.0
-19.318927,134.188147,297.5,953102.0
-19.32026,134.18834,298.8,953252.0
-19.321012,134.188452,297.9,953336.0
-19.32402,134.1889,300.6,953675.0
-19.325627,134.189127,298.9,953855.0
-19.32788,134.189455,301.9,954108.0
-19.3302,134.1898,301.0,954369.0
-19.331465,134.189985,301.5,954511.0
-19.33254,134.19015,300.5,954632.0
-19.333391,134.190289,301.7,954728.0
-19.335093,134.190567,300.0,954920.0
-19.335944,134.190706,301.2,955015.0
-19.338496,134.191124,300.0,955303.0
-19.341049,134.191541,302.3,955591.0
-19.344542,134.192112,301.5,955984.0
-19.349827,134.192975,306.2,956579.0
-19.351588,134.193262,303.4,956778.0
-19.355992,134.193982,308.9,957274.0
-19.357754,134.194269,308.1,957472.0
-19.359515,134.194557,311.0,957670.0
-19.361277,134.194845,310.1,957869.0
-19.363919,134.195276,311.8,958166.0
-19.365613,134.195553,310.4,958357.0
-19.366427,134.195687,310.6,958449.0
-19.368053,134.195953,309.8,958632.0
-19.370493,134.196353,312.7,958907.0
-19.37225,134.19664,311.1,959105.0
-19.379223,134.197802,319.3,959891.0
-19.382709,134.198382,315.4,960283.0
-19.384452,134.198673,316.0,960480.0
-19.387067,134.199108,315.5,960775.0
-19.391425,134.199834,318.3,961266.0
-19.392297,134.19998,317.9,961364.0
-19.396515,134.200679,318.9,961839.0
-19.39734,134.200816,318.0,961932.0
-19.39899,134.201089,320.5,962118.0
-19.399815,134.201225,320.0,962211.0
-19.403115,134.201771,320.5,962583.0
-19.40559,134.20218,319.4,962862.0
-19.406383,134.202313,321.2,962951.0
-19.40797,134.20258,321.0,963130.0
-19.41349,134.20353,328.9,963752.0
-19.414145,134.203625,327.9,963826.0
-19.4148,134.20372,328.5,963900.0
-19.418343,134.20432,325.4,964299.0
-19.421886,134.20492,326.6,964698.0
-19.422771,134.20507,325.2,964798.0
-19.424543,134.20537,326.3,964998.0
-19.425429,134.20552,326.0,965098.0
-19.428086,134.20597,327.4,965397.0
-19.429857,134.20627,326.2,965597.0
-19.432514,134.20672,327.7,965896.0
-19.4334,134.20687,327.1,965996.0
-19.43765,134.20758,329.9,966475.0
-19.43927,134.20785,328.0,966658.0
-19.44204,134.20831,330.9,966970.0
-19.444695,134.208752,329.3,967269.0
-19.445579,134.2089,329.6,967369.0
-19.446464,134.209047,329.1,967469.0
-19.448234,134.209342,330.5,967668.0
-19.449119,134.209489,330.3,967768.0
-19.450888,134.209784,331.8,967967.0
-19.451773,134.209932,331.6,968067.0
-19.452658,134.210079,332.0,968167.0
-19.454428,134.210374,331.0,968366.0
-19.458852,134.211111,334.9,968864.0
-19.459737,134.211258,334.8,968964.0
-19.460622,134.211406,335.3,969064.0
-19.461506,134.211553,334.6,969164.0
-19.463276,134.211848,337.7,969363.0
-19.464161,134.211995,337.2,969463.0
-19.465046,134.212143,338.4,969562.0
-19.46947,134.21288,335.3,970061.0
-19.471232,134.213158,337.0,970259.0
-19.472113,134.213297,336.0,970358.0
-19.473876,134.213576,338.2,970557.0
-19.478281,134.214271,336.2,971053.0
-19.480044,134.21455,336.9,971251.0
-19.481806,134.214828,336.2,971449.0
-19.483568,134.215106,337.0,971648.0
-19.486212,134.215524,336.0,971945.0
-19.488855,134.215941,337.8,972243.0
-19.489736,134.21608,337.3,972342.0
-19.495023,134.216915,339.7,972937.0
-19.495904,134.217054,339.3,973036.0
-19.496785,134.217193,340.1,973135.0
-19.497667,134.217333,339.9,973234.0
-19.50031,134.21775,343.9,973532.0
-19.502049,134.218023,343.0,973728.0
-19.505526,134.21857,346.9,974119.0
-19.506395,134.218707,346.0,974217.0
-19.514877,134.220053,354.7,975171.0
-19.522757,134.221393,349.1,976060.0
-19.523561,134.221532,349.6,976150.0
-19.52517,134.22181,348.7,976332.0
-19.526035,134.221958,349.0,976429.0
-19.5269,134.222106,348.1,976527.0
-19.529495,134.22255,349.9,976820.0
-19.53209,134.222994,346.3,977112.0
-19.53382,134.22329,348.0,977307.0
-19.537178,134.223867,345.7,977686.0
-19.538017,134.224012,346.1,977781.0
-19.538856,134.224156,345.0,977875.0
-19.540535,134.224445,347.5,978065.0
-19.542214,134.224734,345.0,978254.0
-19.543893,134.225023,345.6,978443.0
-19.544732,134.225167,344.4,978538.0
-19.546411,134.225456,345.0,978727.0
-19.548117,134.225747,343.6,978920.0
-19.55042,134.22614,345.6,979179.0
-19.55419,134.22614,342.1,979600.0
-19.555,134.22599,342.2,979692.0
-19.55575,134.2258,341.5,979778.0
-19.55678,134.22543,342.0,979899.0
-19.55824,134.22473,340.4,980077.0
-19.55873,134.22443,340.5,980140.0
-19.55908,134.22421,340.0,980185.0
-19.55973,134.22375,341.0,980272.0
-19.56079,134.2228,339.9,980427.0
-19.56103,134.22256,340.0,980464.0
-19.56138,134.22219,339.9,980519.0
-19.563587,134.219517,342.5,980891.0
-19.56456,134.21835,342.4,981055.0
-19.56565,134.21727,343.9,981221.0
-19.56656,134.21646,343.4,981353.0
-19.569695,134.21374,348.8,981804.0
-19.57066,134.21288,347.6,981944.0
-19.57385,134.20902,354.9,982485.0
-19.57418,134.20842,354.3,982558.0
-19.57456,134.207672,354.8,982647.0
-19.57494,134.206925,354.0,982736.0
-19.57638,134.20429,357.0,983056.0
-19.57756,134.20268,355.3,983270.0
-19.57854,134.20159,357.3,983428.0
-19.5795,134.2007,355.7,983570.0
-19.5811,134.19947,359.8,983790.0
-19.58179,134.19903,359.0,983879.0
-19.58496,134.19758,361.6,984264.0
-19.58574,134.19735,361.1,984354.0
-19.59323,134.197,368.5,985194.0
-19.59494,134.19699,366.3,985384.0
-19.597267,134.196793,371.4,985644.0
-19.598073,134.196707,369.1,985734.0
-19.60389,134.19605,374.5,986385.0
-19.60488,134.19592,373.4,986496.0
-19.60861,134.19524,395.7,986918.0
-19.610925,134.194625,383.6,987183.0
-19.6118,134.19439,383.9,987284.0
-19.61413,134.19376,381.0,987552.0
-19.617997,134.192947,388.7,987991.0
-19.62115,134.19254,383.0,988344.0
-19.6221,134.19247,383.9,988450.0
-19.62754,134.192395,375.4,989056.0
-19.62827,134.19241,375.7,989137.0
-19.63339,134.19233,368.7,989708.0
-19.63467,134.19224,369.4,989850.0
-19.63622,134.19207,367.8,990024.0
-19.6375,134.191945,369.2,990167.0
-19.64039,134.191727,367.5,990490.0
-19.64107,134.19165,368.0,990566.0
-19.64237,134.191533,367.0,990711.0
-19.64326,134.191457,367.3,990811.0
-19.64415,134.19138,366.8,990910.0
-19.64778,134.19039,367.9,991328.0
-19.64932,134.18989,365.8,991508.0
-19.64992,134.18969,366.2,991578.0
-19.652537,134.188857,363.4,991882.0
-19.653173,134.188653,364.0,991956.0
-19.65447,134.18824,362.3,992106.0
-19.65622,134.187675,362.5,992310.0
-19.65973,134.186525,358.2,992720.0
-19.66032,134.18636,358.5,992788.0
-19.66273,134.18566,356.0,993066.0
-19.6633,134.18548,357.6,993132.0
-19.6648,134.18499,356.0,993307.0
-19.66531,134.18482,356.4,993367.0
-19.66839,134.18384,354.5,993724.0
-19.669087,134.183613,354.8,993806.0
-19.669783,134.183387,354.0,993887.0
-19.671254,134.182912,354.7,994058.0
-19.67435,134.18192,351.5,994418.0
-19.676385,134.181265,352.2,994654.0
-19.67783,134.1808,350.1,994823.0
-19.67878,134.1805,351.3,994933.0
-19.68022,134.18004,350.5,995100.0
-19.681393,134.17966,352.0,995237.0
-19.68281,134.179205,350.9,995402.0
-19.68518,134.17844,352.2,995677.0
-19.68693,134.177878,350.1,995881.0
-19.68762,134.177655,350.4,995961.0
-19.69032,134.17682,348.0,996274.0
-19.69168,134.17667,349.0,996427.0
-19.69389,134.17689,347.9,996675.0
-19.69553,134.17747,348.7,996867.0
-19.697083,134.178103,347.0,997053.0
-19.69862,134.178725,348.8,997236.0
-19.69947,134.17907,348.5,997337.0
-19.70026,134.179392,348.9,997431.0
-19.704225,134.181009,345.8,997904.0
-19.705834,134.181666,347.8,998096.0
-19.706639,134.181995,347.7,998192.0
-19.707444,134.182323,348.0,998288.0
-19.709858,134.18331,346.0,998576.0
-19.711468,134.183967,347.5,998768.0
-19.713077,134.184624,345.9,998960.0
-19.713882,134.184953,346.0,999056.0
-19.715492,134.18561,344.0,999248.0
-19.718711,134.186925,346.0,999631.0
-19.72193,134.18824,344.9,1.000015e6
-19.722694,134.188554,345.7,1.000107e6
-19.723458,134.188868,344.7,1.000198e6
-19.724985,134.189495,345.6,1.00038e6
-19.726512,134.190123,345.1,1.000562e6
-19.72804,134.19075,346.8,1.000745e6
-19.73073,134.1915,345.0,1.001055e6
-19.73188,134.19162,345.7,1.001184e6
-19.73371,134.19179,344.7,1.001388e6
-19.7358,134.19199,346.2,1.001622e6
-19.744426,134.192825,339.5,1.002586e6
-19.745907,134.192967,341.8,1.002752e6
-19.74876,134.19323,336.2,1.00307e6
-19.74928,134.19328,337.0,1.003129e6
-19.75016,134.19333,336.3,1.003227e6
-19.75102,134.19333,336.9,1.003322e6
-19.75263,134.19335,335.1,1.003502e6
-19.75336,134.19342,335.3,1.003583e6
-19.759583,134.194007,330.0,1.004279e6
-19.76023,134.19407,330.7,1.004351e6
-19.76148,134.19419,329.1,1.004491e6
-19.76255,134.19428,330.0,1.00461e6
-19.76554,134.19458,329.0,1.004945e6
-19.768607,134.194873,329.4,1.005287e6
-19.77098,134.1951,327.9,1.005553e6
-19.773613,134.195351,329.6,1.005847e6
-19.77449,134.195434,329.0,1.005945e6
-19.778,134.195768,329.7,1.006337e6
-19.778877,134.195852,329.0,1.006435e6
-19.779755,134.195935,329.4,1.006533e6
-19.78151,134.196102,328.1,1.006729e6
-19.782388,134.196185,329.0,1.006828e6
-19.784142,134.196352,328.0,1.007024e6
-19.785897,134.19652,329.4,1.00722e6
-19.790309,134.19694,328.2,1.007713e6
-19.791198,134.197024,329.0,1.007812e6
-19.793866,134.197279,328.0,1.00811e6
-19.795644,134.197449,329.4,1.008309e6
-19.797423,134.197618,329.0,1.008508e6
-19.80009,134.197873,330.8,1.008806e6
-19.804537,134.198297,328.7,1.009303e6
-19.806315,134.198466,330.7,1.009502e6
-19.807204,134.198551,330.3,1.009601e6
-19.808094,134.198636,330.9,1.009701e6
-19.810761,134.19889,329.3,1.009999e6
-19.815208,134.199314,332.9,1.010496e6
-19.816986,134.199484,330.3,1.010695e6
-19.820543,134.199823,331.7,1.011092e6
-19.822322,134.199993,331.0,1.011291e6
-19.8241,134.200163,332.1,1.01149e6
-19.827657,134.200502,330.1,1.011887e6
-19.829436,134.200671,332.1,1.012086e6
-19.832104,134.200926,331.3,1.012384e6
-19.832993,134.201011,331.4,1.012484e6
-19.833882,134.201096,330.5,1.012583e6
-19.834771,134.20118,330.8,1.012682e6
-19.835661,134.201265,329.3,1.012782e6
-19.837441,134.201436,332.0,1.012981e6
-19.838332,134.201521,331.4,1.01308e6
-19.841005,134.201779,333.0,1.013379e6
-19.843679,134.202036,332.5,1.013678e6
-19.846352,134.202293,333.3,1.013977e6
-19.847243,134.202379,332.5,1.014076e6
-19.849025,134.20255,333.6,1.014275e6
